,user_id,rec
1410,1877,"[960791, 1013623, 8090440, 1125278]"
1411,1879,"[854646, 840692, 931860, 889420, 1005902]"
1412,1880,"[1089766, 9527459, 1125613, 17179374, 867709]"
1413,1881,"[981760, 6534178, 1132198, 1102453, 1049906]"
1414,1882,"[847962, 15716745, 15595834, 878026, 16769451]"
1415,1883,"[1108092, 893118, 858439, 17901205, 1089225]"
1416,1884,[1075007]
1417,1885,[6533889]
1418,1886,"[961133, 883404, 1041259]"
1419,1887,"[7142535, 909479, 989931, 904422, 878996]"
1420,1889,"[890999, 903480, 908105, 1035805, 1089393]"
1421,1890,"[1131165, 827009, 868818, 6039759, 956902]"
1422,1891,"[827079, 1022340, 16733707, 16770144, 1066289]"
1423,1892,"[9677462, 6979089, 16769936, 13446984, 13377353]"
1424,1895,"[15716632, 6534370, 10198378, 12263408, 857283]"
1425,1896,"[989150, 1096172, 949742, 16809589, 16059274]"
1426,1898,"[1046365, 6632589, 13213338, 13213241, 13213198]"
1427,1899,"[981760, 868161, 15972298, 843896, 868088]"
1428,1900,"[17214923, 15596225, 839112, 828048, 825180]"
1429,1901,"[900112, 6533765, 6534178, 6979089, 851468]"
1430,1903,"[945627, 1031831, 917033, 1101567, 5569327]"
1431,1904,"[1114883, 998556]"
1432,1906,"[981760, 864267, 937789, 12525149, 9837058]"
1433,1907,"[9858850, 937444, 899838, 929286, 1125197]"
1434,1909,"[962118, 955259, 1077643, 6773108, 6553737]"
1435,1911,"[1132968, 1115098, 1106428, 9527294, 5568378]"
1436,1912,"[860651, 883186, 1068843, 988736, 947059]"
1437,1914,"[862010, 840587, 1077133, 874404, 13513354]"
1438,1916,"[850578, 898867, 939965, 981716, 1049391]"
1439,1917,"[824037, 15597005, 949311, 954672, 956397]"
1440,1918,"[1058997, 995242]"
1441,1919,"[9913338, 981760, 15629778, 15924952, 1100456]"
1442,1920,"[1079941, 5566674, 10456186, 10456973, 870871]"
1443,1922,"[946788, 1014054, 9885544, 9297423, 1117219]"
1444,1923,"[6534178, 879280, 870993, 15511733, 9835695]"
1445,1924,"[15830363, 7025362, 953243, 918588, 15973034]"
1446,1925,[1042942]
1447,1926,"[884333, 903398, 13877156, 12385375, 6464101]"
1448,1927,"[1084597, 1089766, 871061, 921614, 868909]"
1449,1928,"[1019078, 960605, 861246, 835819, 5978656]"
1450,1929,"[828365, 929286, 7441873, 7433886, 1135354]"
1451,1930,"[971922, 835347, 9297062, 14025461, 860469]"
1452,1931,"[15925334, 1015375, 1096794, 1080110, 1001017]"
1453,1932,"[1111722, 5978656, 853172, 852856]"
1454,1935,"[848136, 15716336, 6533889, 832473, 898392]"
1455,1936,"[15926864, 878442, 820291, 6534178, 17290722]"
1456,1937,"[839188, 1124077, 920191, 942005, 976480]"
1457,1939,"[847127, 985265, 18055457, 15716719, 13115950]"
1458,1940,"[13876769, 1076366, 13877218, 15716350, 15716380]"
1459,1941,"[937725, 995055, 1124029, 13003094, 827050]"
1460,1942,"[1097497, 1083846, 12330274, 6534074, 928024]"
1461,1943,"[15926775, 15830971, 7409974, 5571248, 1113438]"
1462,1944,"[852035, 834396, 9925966, 874317, 839075]"
1463,1945,[972858]
1464,1946,"[18106286, 9677099, 1103742, 1097280, 1028422]"
1465,1947,"[13115407, 1127701, 1028938, 1075170, 1097635]"
1466,1948,"[8293440, 17249007, 8293600, 13040026, 15686963]"
1467,1949,"[912141, 951590, 969866, 1043590, 1133018]"
1468,1950,"[826695, 959773, 5978648, 866528, 995242]"
1469,1951,"[1055446, 1055446]"
1470,1952,"[917033, 10456655, 10204822, 891405, 972320]"
1471,1953,"[894780, 913270, 1079179, 14077330, 15926886]"
1472,1954,"[1021549, 857283, 1129049, 1127732, 1113820]"
1473,1955,"[1026332, 913270, 995505, 18105264, 18055313]"
1474,1956,"[1114907, 1008739, 13987135, 13987006, 5566800]"
1475,1957,"[17179873, 13189968, 938512, 1139786, 16770156]"
1476,1958,[932035]
1477,1959,"[2712657, 6882891, 3017959, 3018253, 3018382]"
1478,1960,"[13512513, 1059922, 1017799, 6773016, 9858819]"
1479,1961,"[1089093, 16769778, 951674, 1061228, 907625]"
1480,1962,"[840890, 15926863, 9245312, 989339, 919562]"
1481,1963,"[1040867, 970028, 1026209, 1040183, 1077579]"
1482,1964,"[858924, 1021521, 5571355, 1133263, 867484]"
1483,1965,"[12524960, 13133919, 988520, 5978656, 7466946]"
1484,1966,"[878442, 1039287, 856455, 9836912, 9677444]"
1485,1967,"[959985, 988520, 1125739, 972235, 1007442]"
1486,1968,"[830534, 6979771, 7168293, 1044841, 989157]"
1487,1969,"[9707447, 1008739, 9707055, 6395937, 1030868]"
1488,1970,"[965009, 7147145, 7147145, 1053690, 1092026]"
1489,1971,"[907945, 13511774, 989985, 1034955, 1074271]"
1490,1975,"[825625, 1060529, 933913, 14025461, 13416351]"
1491,1976,"[851819, 1077600, 826067, 878184, 9419228]"
1492,1978,"[879506, 1059236, 13776705, 13416937, 9420337]"
1493,1979,"[1116589, 1082185]"
1494,1981,"[985716, 943513, 15717046, 12810389, 1131169]"
1495,1982,"[6533889, 6533889]"
1496,1983,"[862010, 1096275, 13213344, 7168057, 7166865]"
1497,1985,"[835028, 6039659, 13115501, 13671962, 822174]"
1498,1987,"[833841, 13213338, 15926712, 15596705, 13777104]"
1499,1988,"[956609, 6534178, 6979545, 968214, 965555]"
1500,1989,"[820291, 978270, 6633210, 8091601, 840227]"
1501,1990,"[6534178, 830935, 6534178, 15452246, 13213451]"
1502,1991,[858863]
1503,1992,"[843111, 1030981, 950894]"
1504,1993,"[6039787, 1111447, 1071343, 15596021, 13876665]"
1505,1994,"[877391, 859276, 1110483, 1085780, 1083230]"
1506,1995,"[1109642, 13039088, 13417836, 15483038, 15925073]"
1507,1996,"[981760, 13877311, 1099446, 926823, 862854]"
1508,1997,"[10355376, 13071902, 1087268, 8068448, 8090993]"
1509,1998,"[867667, 1048260, 938599, 829315, 16809471]"
1510,1999,"[13909964, 849843, 1033615, 911470, 1130458]"
1511,2000,"[860362, 17901205]"
1512,2001,"[1010424, 1005493, 1116392, 1106022, 1083454]"
1513,2003,"[15926775, 1010717, 959821, 943362, 925694]"
1514,2004,"[15597022, 14111486, 1042685, 5565664, 1038560]"
1515,2005,"[1035321, 1098910, 13213682, 13213563, 13213197]"
1516,2006,"[1080110, 1110126, 7409621, 6463520, 6463451]"
1517,2007,"[981760, 981760, 6534178, 1033901, 12487243]"
1518,2008,"[891894, 845975, 1101437, 927695, 845975]"
1519,2010,"[981760, 924305, 1069635, 917423, 926025]"
1520,2011,"[1010676, 1137775, 921504, 1110218, 893501]"
1521,2012,"[6534178, 852303, 944256, 997011, 827047]"
1522,2014,"[981760, 826666, 913052, 998049, 1000806]"
1523,2015,"[981760, 981760, 1103317, 15926844, 15926712]"
1524,2016,"[951971, 1051626, 12778577, 15512234, 951590]"
1525,2017,"[17249416, 1125219, 1112941, 1095461, 1086165]"
1526,2018,"[997887, 904774, 951188, 957938, 973979]"
1527,2019,"[981760, 869077, 10200563, 17903379, 1129934]"
1528,2020,"[849931, 987557, 1022078, 866012, 1067425]"
1529,2021,"[831470, 892936, 15452812, 1111839, 951590]"
1530,2022,"[827175, 5978656, 17329569, 17329465, 17328850]"
1531,2023,"[833577, 884840, 936511, 976557, 5585179]"
1532,2025,"[908636, 13213246, 1124126, 984573, 981962]"
1533,2026,"[831965, 957438, 988716, 16769936, 9527593]"
1534,2027,"[13115703, 1006664, 13115525, 9297403, 8091654]"
1535,2028,"[5568378, 1101907, 1129031, 933456, 951071]"
1536,2029,"[850847, 854261, 1023815, 16123852, 15830882]"
1537,2030,"[882308, 893258, 1052512, 1065331, 9420077]"
1538,2031,"[15926928, 1114653, 939189, 938599, 967757]"
1539,2032,"[1129049, 6961414, 1005186, 5569349, 15452032]"
1540,2033,"[965541, 1138212, 15596303, 12130522, 5564526]"
1541,2034,"[977545, 1138854, 945627, 990072, 992010]"
1542,2036,"[850525, 1107597, 9803591, 856435, 15595979]"
1543,2037,"[1013187, 1027447, 846506, 944619, 1069806]"
1544,2038,"[849843, 849843, 948020, 5590965, 821741]"
1545,2039,"[6039859, 1138125, 5568478, 6039859, 12810436]"
1546,2040,[5592931]
1547,2041,"[12301639, 14050544, 8181231, 8160430, 7166890]"
1548,2042,"[1124394, 1114251, 15831499, 15716684, 15452904]"
1549,2043,"[844916, 1118006, 17179856, 15926844, 7410319]"
1550,2046,[12352304]
1551,2047,"[6534166, 6391086, 1051402, 13877021, 9677874]"
1552,2048,"[867065, 1094811, 6534178, 958067, 863793]"
1553,2049,"[1010348, 1059342, 14019791, 915605, 1059067]"
1554,2050,"[851569, 12810399, 15596202, 13777061, 6534178]"
1555,2055,"[1048257, 1135971, 876396, 1048629, 845715]"
1556,2056,"[905542, 8176725, 7441192, 985178, 965210]"
1557,2057,"[821788, 949291, 989194, 1007414, 1038728]"
1558,2058,"[15831322, 1069175, 16733584, 16733522, 7130924]"
1559,2059,"[823114, 1088508, 1118614, 1123392, 1123407]"
1560,2060,"[12810393, 6534178, 854911, 12132398, 12132588]"
1561,2062,"[898121, 914126, 8359136, 986842, 1073426]"
1562,2063,"[833870, 7410319, 12782125, 12731386, 9836622]"
1563,2064,"[13072715, 1004223, 878338, 846301, 862866]"
1564,2065,"[7410016, 15830162, 13115701, 822470, 13008378]"
1565,2068,"[15926886, 7410341, 9802529, 10309218, 13381815]"
1566,2070,"[12811159, 16734636, 1097610, 16770144, 12810409]"
1567,2071,"[1058272, 1058272, 1079699, 13213203, 901397]"
1568,2072,"[13504412, 1065331, 893651, 12599698, 936118]"
1569,2075,"[987724, 1006483, 994685, 997183, 1000970]"
1570,2076,"[981760, 981760, 981760, 890559, 1009862]"
1571,2077,"[848049, 9187298, 17208232, 13417761, 10200563]"
1572,2079,"[1050649, 833866, 16769555, 15972565, 13877040]"
1573,2080,"[981760, 18119016, 892997, 1070566, 1066391]"
1574,2081,"[1040842, 1125739, 1097019, 929286, 959985]"
1575,2082,"[952254, 987724, 848471, 5581401, 868028]"
1576,2083,"[17214733, 1115098, 9836644, 6534178, 15972905]"
1577,2084,"[981760, 899446, 1065038, 857283, 861499]"
1578,2085,"[935993, 1032150, 1037417, 930137, 927004]"
1579,2086,"[15716895, 1042697, 1014999, 1115169, 924820]"
1580,2087,"[1065038, 10455984, 13039306, 15596094, 15926886]"
1581,2088,"[15972790, 1100445, 1011920, 986994, 951674]"
1582,2089,"[1036693, 1126899]"
1583,2090,"[6534178, 7432219, 1131506, 1046055, 1131506]"
1584,2091,"[837543, 838351, 883601, 937343, 999090]"
1585,2094,"[7466806, 1013187, 823840, 1121656, 9885463]"
1586,2095,"[6391174, 934635, 15972644, 918771, 926282]"
1587,2099,"[993689, 1004732, 1079699, 863529, 1113588]"
1588,2100,"[826842, 12188328, 960791, 1048300, 5592626]"
1589,2101,"[981760, 15973289, 927860, 989069, 849843]"
1590,2102,"[1044068, 1112824, 961021, 1092446, 1092446]"
1591,2103,"[960143, 15831255, 1057260, 986912]"
1592,2105,"[16809471, 14112236, 1000806, 1046055, 921836]"
1593,2108,"[1075642, 1081111, 1000488, 15926886, 15926886]"
1594,2109,"[981760, 981760, 981760, 981760, 15926887]"
1595,2110,"[962266, 6534166, 1014099, 962935, 908408]"
1596,2111,"[859594, 921649, 1023981, 1058997]"
1597,2112,"[16733996, 1092446, 13504412, 888614, 888560]"
1598,2114,"[1013623, 1005186, 1087386, 6514042, 1113667]"
1599,2115,"[894511, 852035, 6534178, 1064002, 999563]"
1600,2116,"[840601, 915987, 960551, 872595, 839225]"
1601,2119,"[6534178, 1062863, 1115577, 1128464, 1129947]"
1602,2120,"[486782, 567054, 9336530, 9336338, 7439538]"
1603,2121,"[6534178, 13190613, 15972587, 13776705, 13213567]"
1604,2122,"[827806, 1021521, 12781828, 10456575, 889105]"
1605,2123,"[852035, 5586268, 7410220, 10285454, 10344725]"
1606,2124,"[1027421, 920900, 1027421, 920900, 6534178]"
1607,2125,"[833940, 1074546, 15572623, 6534178, 904240]"
1608,2126,"[842249, 858826, 1106286, 1126711, 7443306]"
1609,2129,"[820291, 9704641, 17901795, 827631, 903567]"
1610,2130,"[1056762, 1052406, 10180324, 863259, 858863]"
1611,2131,"[832270, 17208470, 7442849, 827749, 1121763]"
1612,2132,"[910291, 900842, 13190673, 1127520, 865718]"
1613,2133,"[6534178, 853041, 904105, 988416, 13381584]"
1614,2134,"[1027092, 13876731, 16733693, 17215035, 5978648]"
1615,2135,"[841606, 9836140, 1083207, 897589, 16100266]"
1616,2136,"[860248, 7410248, 9677315, 924899, 918086]"
1617,2137,"[853887, 944852, 12428142, 1123835, 1035321]"
1618,2138,"[6773231, 1124729, 844165, 1029743, 1092026]"
1619,2139,"[957374, 15452887, 1005186, 1021164, 5978648]"
1620,2141,"[969846, 1085256, 10456346, 10254042, 9837404]"
1621,2142,"[919432, 1011303, 999360, 6632589, 6633224]"
1622,2145,[13876877]
1623,2146,"[898121, 955403, 999090, 12263815, 873577]"
1624,2147,"[852035, 994783, 906658, 1082451, 1124077]"
1625,2148,"[981760, 981760, 875078, 892144, 9928420]"
1626,2149,"[987122, 1092040, 834484, 849202, 995242]"
1627,2151,"[833866, 1005112, 1005112, 910071, 10204558]"
1628,2153,"[888054, 929319, 16122432, 833025, 847982]"
1629,2154,"[834631, 1076516, 7467039, 9337142, 9527558]"
1630,2155,"[17249068, 13417846, 10457180, 1115800, 911156]"
1631,2156,"[6534178, 1109516, 965889, 965982, 988716]"
1632,2158,"[12673433, 1062404, 1070538, 15452171, 1103902]"
1633,2159,"[6533765, 8358572, 7443414, 16766358, 918199]"
1634,2160,"[1000753, 938138, 874972, 874972]"
1635,2161,"[838867, 5564763, 15926886, 13776734, 13776683]"
1636,2162,"[981760, 6534178, 6391557, 10341401, 10285023]"
1637,2163,"[851349, 1016274, 1016274, 1047956, 862349]"
1638,2167,"[959900, 1026737, 1118963, 1108046, 1106523]"
1639,2168,"[15926928, 869024, 839262, 937789, 1102358]"
1640,2169,"[6534178, 869322, 914112, 1009813, 1017887]"
1641,2170,"[5573812, 6534178, 15629733, 10150051, 7160764]"
1642,2171,"[15596628, 5575454, 1119942, 1110031, 1081533]"
1643,2172,"[981760, 960503, 10148925, 10121646, 5565352]"
1644,2173,"[13115886, 15596140, 15596923, 1020962, 1111937]"
1645,2174,"[8011275, 9553176, 1027874, 1125278, 1130777]"
1646,2175,"[825176, 938596, 976922, 1033398, 1054851]"
1647,2176,"[875837, 6632935, 844759, 851287, 12599756]"
1648,2179,"[879808, 1047393, 1112247, 1128464, 6978887]"
1649,2181,"[818980, 7168890, 995645, 1012052, 1070910]"
1650,2182,"[36880, 80670, 93662, 108404, 253391]"
1651,2183,"[1002240, 858743, 14111293, 6534178, 1019942]"
1652,2184,"[17179873, 981493, 881260, 970725, 1041984]"
1653,2185,"[820923, 13986243, 7168248, 9676877, 10456152]"
1654,2186,"[920421, 13876669, 6513810, 6463907, 6464074]"
1655,2188,"[1019386, 7409997, 12731506, 13877197, 1112870]"
1656,2189,"[13910974, 13944371, 913155, 15737472, 1081177]"
1657,2190,"[16809589, 876777, 1103903, 1105034, 986021]"
1658,2193,"[15972790, 1118623, 13007693, 13115895, 1000586]"
1659,2194,"[923413, 12352293, 853448, 1136033, 975460]"
1660,2195,[1115358]
1661,2196,"[857605, 837304, 1053690, 995242, 999104]"
1662,2197,"[820923, 913026, 1036262, 1042685, 1065903]"
1663,2198,"[981760, 981760, 981760, 12302100, 13115983]"
1664,2199,"[12484608, 999973, 15630096, 13072944, 12582361]"
1665,2200,"[981760, 6463819, 15717057, 14024948, 1042000]"
1666,2202,"[834988, 862642, 911548, 1029616, 1067273]"
1667,2203,"[1101822, 6534178, 9673380, 10150013, 10254469]"
1668,2204,"[981760, 953345, 918331, 10457128, 1109196]"
1669,2205,"[839634, 954077, 15596538, 15451883, 12300980]"
1670,2206,"[877337, 1059347, 1135552, 972191, 1053022]"
1671,2207,"[993689, 15972927, 870442, 929421, 952523]"
1672,2208,"[981760, 981760, 981760, 13504412, 7442303]"
1673,2209,"[981760, 880701, 9884509, 1001602, 1013784]"
1674,2211,"[888178, 6534166, 844560, 845715, 867469]"
1675,2212,"[840505, 904779, 1000736, 908213, 1092026]"
1676,2213,"[1096243, 5565417, 9268695, 13190294, 874236]"
1677,2214,"[987562, 898212, 5568378, 849843, 841220]"
1678,2215,"[13506119, 13213357, 955887, 854972, 9526140]"
1679,2217,"[986468, 953155, 10356076, 16769936, 17330026]"
1680,2221,"[842392, 1097382, 1133629, 1134058, 7410320]"
1681,2222,"[866548, 938714, 952653, 973916, 10456973]"
1682,2223,"[5568197, 883404, 1133018]"
1683,2224,"[15717118, 1097761, 9297106, 9832156, 10456575]"
1684,2225,"[856435, 16734005, 920200, 918994, 913459]"
1685,2226,"[1112949, 8205639, 13776705, 13776981]"
1686,2228,"[1131529, 1134483, 1134483, 8019645, 883404]"
1687,2229,"[9553060, 858918, 1129709, 822739, 820222]"
1688,2231,"[870756, 1110341, 6442986, 6513713, 8288354]"
1689,2233,"[16770106, 10121833, 933645, 934519, 960791]"
1690,2234,"[838738, 9487885, 887220, 920818, 1061614]"
1691,2235,"[857130, 889188, 9297062, 8249290, 1128698]"
1692,2237,"[6534178, 957522, 6534074, 1102453, 927030]"
1693,2238,"[913089, 10285137, 1005186, 6034249, 849843]"
1694,2239,"[1049788, 890999, 17214971, 15972414, 13777278]"
1695,2240,"[965864, 7409670, 1110244, 7407023]"
1696,2241,"[981760, 981760, 12599596, 857283, 7441498]"
1697,2243,"[838351, 981095, 6463808, 6632779, 12985761]"
1698,2244,"[840361, 8181377, 12324954, 1079541, 954351]"
1699,2245,"[9913338, 895540, 895540, 895540, 8019716]"
1700,2247,"[951071, 828055, 10456184, 1110843, 992730]"
1701,2248,"[1108094, 923723, 960613, 976872, 951197]"
1702,2250,"[9396673, 983050, 884518, 955399, 987557]"
1703,2252,"[919596, 15596180, 1030981, 931606, 16734322]"
1704,2253,"[13413299, 826099, 866025, 1058378, 12262987]"
1705,2256,"[1144026, 1147810, 1437981, 5637894, 5658578]"
1706,2257,"[1030734, 1034631, 1126465, 1106523, 1106523]"
1707,2258,"[821025, 833940]"
1708,2259,"[894511, 825289, 1109615, 13115749, 9833000]"
1709,2260,"[6534178, 6534178, 15452531, 15452396, 8292884]"
1710,2261,"[15687052, 6039859, 975085, 945774, 940996]"
1711,2262,"[1123842, 921313, 6773232, 1001266, 10341697]"
1712,2263,"[13876346, 912949, 1104405, 1093403, 1123194]"
1713,2264,"[880139, 949991, 9835960, 9265288, 6703789]"
1714,2266,"[1015177, 867411, 965208, 959038, 955215]"
1715,2267,"[894511, 859427, 859427, 9837375, 8292958]"
1716,2269,"[1111116, 839818, 1106896, 917826, 1022920]"
1717,2270,"[877798, 991864, 927360, 937649, 1005186]"
1718,2271,"[885939, 9832156, 890610, 995242, 879948]"
1719,2272,"[840227, 902887, 6773016, 15596112, 1043897]"
1720,2273,"[853489, 920455, 1028950, 13189899, 825665]"
1721,2274,"[862010, 894511, 834911, 6919363, 1007136]"
1722,2275,"[1065860, 1021181, 998679, 1081310, 1079174]"
1723,2276,"[9297574, 833849, 17240213, 15715932, 13877012]"
1724,2277,"[9337203, 1064755, 1068124, 1072483, 1091922]"
1725,2278,"[15741787, 9677235, 5567319, 5566968, 1078440]"
1726,2279,"[12524009, 1108168]"
1727,2280,"[889511, 912171, 14077401, 6551775, 1135932]"
1728,2281,"[911388, 6463972, 5581306, 5564901, 1133191]"
1729,2282,"[870871, 1056075, 1093403, 1008096, 961057]"
1730,2283,"[827175, 1059823, 1134790, 1139786, 9676858]"
1731,2284,"[981760, 981760, 1096280, 17248598, 9707528]"
1732,2285,"[854607, 886570, 1134633, 16223193, 854607]"
1733,2287,"[987122, 13008065, 968936]"
1734,2288,"[891118, 10180324, 899446, 8293447]"
1735,2289,"[1101502, 1038437, 842477, 14077739, 1078719]"
1736,2290,"[996891, 12263733, 1085604, 1080414]"
1737,2291,"[908866, 1032950, 10456404, 6979427]"
1738,2292,"[1180210, 15717057, 1215866, 1273668, 1361359]"
1739,2293,"[1043429, 1096261, 1018822, 985622, 13008193]"
1740,2294,"[5978656, 15741433, 5569230]"
1741,2295,"[981760, 896958, 15926931, 1051626, 1074608]"
1742,2296,"[862035, 913089, 843171, 862981, 875696]"
1743,2297,"[10148925, 966148, 1133018, 1057350, 1082185]"
1744,2298,"[961269, 953155, 5566803, 1104649, 850847]"
1745,2299,"[822814, 1117584, 9553135, 9575583, 12524174]"
1746,2300,"[14025184, 1045285, 1065453, 1077540, 1085780]"
1747,2301,"[840764, 903956, 15926844, 9527489, 9527067]"
1748,2302,"[981760, 981760, 953476, 894511, 894511]"
1749,2303,"[1033545, 9831953, 1033545, 1101744, 6463789]"
1750,2305,"[824846, 970760, 1041185, 1037417, 1018243]"
1751,2307,"[868386, 1096643, 923424, 1091365, 870720]"
1752,2308,"[13007356, 5575861, 15831404, 12599601, 990771]"
1753,2310,"[9526563, 1077975]"
1754,2312,"[877410, 6633078, 1033545, 13417761, 12984227]"
1755,2314,"[846114, 910207, 1107537, 990077, 948298]"
1756,2315,"[954493, 1130951, 7152455, 12172240, 15972905]"
1757,2317,"[852035, 1070076, 12524067, 1092255, 1121321]"
1758,2319,"[930335, 12731616]"
1759,2322,"[12523843, 1007571, 970866, 927046, 915774]"
1760,2323,"[981760, 898212, 837304, 903233, 1040371]"
1761,2324,"[938118, 825313, 995358, 987734, 893221]"
1762,2325,"[849274, 877913, 965208, 1106116, 5979276]"
1763,2328,"[981760, 822970, 1027849, 15452492, 13416527]"
1764,2330,"[6534178, 13115974, 5568661, 5569349, 5978656]"
1765,2331,"[17249791, 13213057, 835796, 828901, 17249135]"
1766,2333,"[15452032, 6534881, 846959, 842474, 827806]"
1767,2334,"[820291, 1049906, 13987006, 13986925, 13672065]"
1768,2335,"[953134, 5592931, 959985, 822936, 9527187]"
1769,2336,"[906625, 938139, 15596705, 15452272, 12757316]"
1770,2337,"[1058691, 855626, 6442819, 859121, 1064755]"
1771,2338,"[837339, 5589787, 1094223, 1051810, 1044500]"
1772,2339,"[1035932, 932182, 966541, 9837114, 913202]"
1773,2340,"[842522, 1041829, 9527257, 9187985, 5565992]"
1774,2341,"[1058243, 924531, 1009437, 15717057, 5568378]"
1775,2342,"[1060831, 5979308, 9214953, 1100927, 15452232]"
1776,2343,"[926737, 1061747, 13095314, 8205620, 1108775]"
1777,2344,"[1075827, 7025362, 15926886, 15552739, 12757316]"
1778,2345,"[1086390, 896516, 18022252, 1106348, 1084765]"
1779,2347,"[6534178, 845914, 7442056, 6534178, 877544]"
1780,2349,"[1151511, 1331882, 1266004, 1271704, 1282670]"
1781,2350,"[835004, 1087178, 9297282, 9419585, 9419648]"
1782,2351,"[981760, 850768, 845265, 1101175, 9337142]"
1783,2352,"[9214953, 857016, 1077409, 9677580, 1097792]"
1784,2354,"[830169, 954778, 964011, 984671, 1000586]"
1785,2359,"[7167945, 1059994, 1109463, 853622, 1066882]"
1786,2360,"[9802725, 15927780, 13417846, 5567785, 5573009]"
1787,2361,"[831937, 962991, 12171196, 16058968, 13381954]"
1788,2363,"[865856, 1018243, 6773090, 6773017, 6034780]"
1789,2364,"[1738606, 2049730, 1934187, 1941205, 1963886]"
1790,2366,"[825361, 1012701, 10150004, 930504, 865216]"
1791,2368,"[838210, 1104056, 15596542, 826830, 838210]"
1792,2369,"[981760, 16223193, 12385374, 1112387, 1061982]"
1793,2370,"[1112441, 1065211, 1075232, 1110126, 1111825]"
1794,2372,"[860947, 1039506, 13039228, 14025592, 15717057]"
1795,2373,"[838602, 1029743, 1109598]"
1796,2374,"[842474, 6463862, 9194664, 9655456, 13115375]"
1797,2375,"[981760, 918994, 1020823, 873160, 1028602]"
1798,2376,"[837677, 1010870, 1040435, 5592694, 837677]"
1799,2377,"[1055168, 6534178, 925164, 989101, 1134522]"
1800,2378,"[17249789, 877373, 848062, 1013503, 821209]"
1801,2379,"[951071, 16059275, 17248297, 1128016, 1058997]"
1802,2380,"[1046551, 9913434, 822735, 5589978, 5978656]"
1803,2381,"[12301109, 12301109, 6979086, 13008314, 13115513]"
1804,2385,"[13672073, 1034955, 1008288, 8090521, 8090521]"
1805,2386,"[13213113, 1093334, 6391291, 9296836, 1056746]"
1806,2387,"[917033, 1073506]"
1807,2388,"[1131344, 878141, 911088, 12301404, 10122037]"
1808,2389,"[1117473, 873423, 1126746, 1097792, 17105257]"
1809,2392,"[1004341, 15452836, 844179]"
1810,2393,"[960060, 943439, 13416891, 12673140, 6391089]"
1811,2394,"[999034, 1033869, 1037729, 12647777, 1055863]"
1812,2395,"[1056836, 9835619, 1055499, 1014458, 942554]"
1813,2397,"[833969, 848832, 6703825, 5569801, 1087341]"
1814,2399,"[974156, 986912]"
1815,2400,"[854607, 1112593, 12648940, 5566717, 1110624]"
1816,2401,"[12782063, 5995698, 6979089, 12781886, 5996469]"
1817,2404,"[916122, 1047944, 896672, 908531, 912902]"
1818,2405,"[6534166, 1133210, 15629917, 9242345, 1122928]"
1819,2406,"[874618, 991358, 1030040, 1044576, 1139045]"
1820,2407,"[1023815, 7441499, 15926886, 17902812, 6533889]"
1821,2408,"[1084591, 828114, 10121733, 9858629, 9268695]"
1822,2410,"[821134, 897837, 15927333, 6551861, 1056479]"
1823,2412,"[981760, 1070898, 1103808, 9553103, 9553381]"
1824,2416,"[1005880, 13115501, 1079023, 1070530, 1085168]"
1825,2418,"[1005186, 865948, 9245108, 1115098, 1101460]"
1826,2420,"[995896, 860903, 1022011, 15596021, 6978886]"
1827,2421,"[17902077, 836964, 1021715, 927110, 1031255]"
1828,2424,"[903084, 8091223, 17214320, 9827950, 8068463]"
1829,2425,"[836181, 985622, 1023466, 926164, 13512678]"
1830,2426,"[14025389, 969463, 896602, 17901795, 14077856]"
1831,2427,"[992292, 1015231, 1118479, 863259, 827079]"
1832,2429,"[821970, 879445, 1081471, 13906634, 9652066]"
1833,2431,"[7147145, 8203495, 13841744, 918046, 919948]"
1834,2434,"[880895, 937736, 9925410]"
1835,2435,"[15717057, 1061334, 945200, 972229, 937614]"
1836,2437,"[952254, 864225, 987423, 1135802, 1113768]"
1837,2438,"[1850213, 1077410, 9854909, 1040927, 1030981]"
1838,2439,"[1123321, 983016, 1082185]"
1839,2440,"[981760, 1015744, 6533765, 6534178, 6533765]"
1840,2441,"[829823, 1011215, 988835, 819487, 15741667]"
1841,2442,"[7110357, 9859112]"
1842,2445,"[1016782, 1076769, 1082947, 1095645, 12263841]"
1843,2446,"[16731118, 1155983, 1407274, 1361359, 1348946]"
1844,2447,"[883186, 6602548, 10456451, 15596282, 15596526]"
1845,2448,"[845675, 1033760, 859589, 925944, 927030]"
1846,2449,"[824037, 1096556, 956812, 834565, 10201384]"
1847,2450,"[822965, 1116451, 16221110, 15972152, 13213453]"
1848,2451,"[1097024, 1127701, 5978656, 15452641, 960732]"
1849,2452,"[833935, 833935, 861341, 861819, 904812]"
1850,2453,"[822985, 12673243, 15716729, 17179431, 13115721]"
1851,2455,"[897975, 7167687, 16058791, 834962, 875666]"
1852,2456,"[990004, 1073086, 1085601, 1114128, 1119910]"
1853,2457,"[862794, 1086805, 9655244, 10342009, 849843]"
1854,2458,"[1135476, 10456905, 998334, 5568535, 929730]"
1855,2459,"[928123, 1119990, 5570155, 829349, 829437]"
1856,2460,"[1108092, 6391076, 10204703, 1116050, 1063739]"
1857,2461,"[862642, 6039687, 6919403, 1114035, 1102397]"
1858,2462,"[852035, 907366, 957938, 1009053, 991959]"
1859,2464,"[925091, 950271, 1118606, 12171972, 12172177]"
1860,2465,"[987628, 1015474, 10249363, 997700, 6904666]"
